origin,destination,type,price,duration
Pune,Vadodara,flight,4000,150
Pune,Chandigarh,train,2500,1200
Pune,Coimbatore,bus,1200,720
Ahmedabad,Jaipur,train,1200,480
Ahmedabad,Lucknow,bus,1000,720
Ahmedabad,Kolkata,flight,5000,180
Ahmedabad,Indore,train,800,450
Ahmedabad,Nagpur,flight,4000,120
Ahmedabad,Bhopal,train,900,300
Ahmedabad,Surat,bus,600,300
Ahmedabad,Patna,flight,6000,180
Ahmedabad,Ranchi,flight,6200,180
Ahmedabad,Goa,train,1800,720
Ahmedabad,Vadodara,flight,2500,240
Ahmedabad,Chandigarh,bus,800,300
Ahmedabad,Coimbatore,train,1800,960
Jaipur,Lucknow,flight,4000,120
Jaipur,Kolkata,train,2000,960
Jaipur,Indore,flight,4500,180
Jaipur,Nagpur,bus,1200,540
Jaipur,Bhopal,train,1800,720
Jaipur,Surat,flight,6500,180
Jaipur,Patna,flight,4500,150
Jaipur,Ranchi,train,1000,840
Jaipur,Goa,flight,5000,150
Jaipur,Vadodara,flight,4000,150
Jaipur,Chandigarh,train,2500,1200
Jaipur,Coimbatore,bus,1200,720
Lucknow,Kolkata,flight,4500,120
Lucknow,Indore,train,900,300
Lucknow,Nagpur,flight,3000,150
Lucknow,Bhopal,train,1800,720
Lucknow,Surat,bus,600,300
Lucknow,Patna,flight,6000,180
Lucknow,Ranchi,flight,6200,180
Lucknow,Goa,train,1800,720
Lucknow,Vadodara,flight,2500,240
Lucknow,Chandigarh,bus,800,300
Lucknow,Coimbatore,train,1800,960
Kolkata,Indore,flight,5500,180
Kolkata,Nagpur,train,3000,120
Kolkata,Bhopal,train,1000,480
Kolkata,Surat,flight,600,300
Kolkata,Patna,flight,6000,180
Kolkata,Ranchi,flight,6200,180
Kolkata,Goa,flight,4500,90
Kolkata,Vadodara,train,5000,150
Kolkata,Chandigarh,flight,6500,180
Kolkata,Coimbatore,train,500,240
Indore,Nagpur,flight,5200,150
Indore,Bhopal,train,900,300
Indore,Surat,bus,1200,840
Indore,Patna,flight,4700,110
Indore,Ranchi,flight,5000,120
Indore,Goa,flight,6000,180
Indore,Vadodara,flight,4800,120
Indore,Chandigarh,bus,700,240
Indore,Coimbatore,flight,6500,200
Nagpur,Bhopal,train,800,450
Nagpur,Surat,bus,600,300
Nagpur,Patna,flight,6000,180
Nagpur,Ranchi,flight,6200,180
Nagpur,Goa,train,1800,720
Nagpur,Vadodara,flight,5000,150
Nagpur,Chandigarh,train,2500,1200
Nagpur,Coimbatore,bus,1200,720
Bhopal,Surat,bus,600,300
Bhopal,Patna,flight,6000,180
Bhopal,Ranchi,train,1000,840
Bhopal,Goa,flight,5000,150
Bhopal,Vadodara,flight,4000,150
Bhopal,Chandigarh,train,2500,1200
Bhopal,Coimbatore,bus,1200,720
Surat,Patna,flight,6000,180
Surat,Ranchi,flight,6200,180
Surat,Goa,train,1800,720
Surat,Vadodara,flight,5000,150
Surat,Chandigarh,bus,800,300
Surat,Coimbatore,flight,6500,200
Patna,Ranchi,flight,6200,180
Patna,Goa,train,1800,720
Patna,Vadodara,flight,5000,150
Patna,Chandigarh,train,2500,1200
Patna,Coimbatore,bus,1200,720
Ranchi,Goa,train,1800,720
Ranchi,Vadodara,flight,5000,150
Ranchi,Chandigarh,train,2500,1200
Ranchi,Coimbatore,bus,1200,720
Goa,Vadodara,flight,5000,150
Goa,Chandigarh,train,2500,1200
Goa,Coimbatore,bus,1200,720
Vadodara,Chandigarh,train,2500,1200
Vadodara,Coimbatore,bus,1200,720
Chandigarh,Coimbatore,bus,1200,720
